Country,ActionWater,WaterType,Class_cane,Epidemic,YieldOldGrade,Type_Cane,GrooveWide,FertilizerType,TypeSoil,Fertilizer,TargetOldGrade,Area_Remain,ContractsArea,YieldGrade,FarmerContractGrade,TargetGrade,Rain_Avg,Yield_Category,YearBin
Nepal,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 2,K99-72,150 cm,Chemical,Ferus soil,15-15-15,Grade 1,77.77,135.67,Grade 2,A,Grade 2,2668.11,High,2000s
Sri Lanka,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 3,K84-200,150 cm,Chemical,Silty clay,16-16-16,Grade 1,63.67,393.67,Grade 1,C,Grade 1,2239.74,High,2010s
Pakistan,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 1,K99-72,150 cm,Chemical,Loam,15-15-15,Grade 3,92.36,119.86,Grade 3,B,Grade 1,1856.97,Low,2020s
India,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,Khonkean3,120 cm,Chemical,Silty clay,16-16-16,Grade 3,63.46,296.34,Grade 1,C,Grade 3,1525.4,High,1980s
India,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 2,LK92-11,150 cm,Organic,Ferus soil,15-15-15,Grade 3,56.96,281.59,Grade 1,A,Grade 3,2568.92,High,1980s
India,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 3,LK92-11,130 cm,Chemical,Ferus soil,15-15-15,Grade 2,5.33,276.46,Grade 2,B,Grade 1,2914.45,Low,2000s
Sri Lanka,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 2,K99-72,150 cm,Organic,Silty clay,25-7-7,Grade 2,99.6,39.15,Grade 3,B,Grade 3,1761.0,High,1990s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 2,Khonkean3,120 cm,Organic,Loam,25-7-7,Grade 3,38.2,398.92,Grade 1,A,Grade 1,2019.57,High,1970s
India,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 2,K84-200,150 cm,Chemical,Silty clay,16-16-16,Grade 1,64.3,271.56,Grade 2,B,Grade 1,1677.22,Low,1990s
Pakistan,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Organic,Loam,25-7-7,Grade 1,43.85,471.47,Grade 1,C,Grade 1,1462.3,Low,1990s
Nepal,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,140 cm,Organic,Ferus soil,46-0-0,Grade 2,56.8,357.43,Grade 1,A,Grade 1,2364.31,Low,1980s
India,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 1,Khonkean3,120 cm,Chemical,Ferus soil,16-16-16,Grade 1,52.45,135.41,Grade 1,C,Grade 1,891.25,High,2010s
Pakistan,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 3,K84-200,150 cm,Chemical,Loam,25-7-7,Grade 2,35.8,234.23,Grade 1,B,Grade 2,2981.2,Low,2010s
Bangladesh,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 3,LK92-11,120 cm,Organic,Ferus soil,15-15-15,Grade 2,16.51,203.96,Grade 2,A,Grade 2,1813.86,Low,2000s
Pakistan,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 3,LK92-11,130 cm,Chemical,Ferus soil,16-16-16,Grade 1,77.42,127.4,Grade 1,A,Grade 3,2630.42,High,1980s
India,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 2,LK92-11,150 cm,Organic,Silty clay,16-16-16,Grade 1,82.16,19.58,Grade 2,C,Grade 1,1466.18,High,1980s
Sri Lanka,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 2,Khonkean3,130 cm,Chemical,Ferus soil,15-15-15,Grade 3,30.65,142.72,Grade 1,C,Grade 2,2523.02,High,2010s
Nepal,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 1,K84-200,140 cm,Organic,Ferus soil,25-7-7,Grade 3,61.08,150.66,Grade 3,A,Grade 2,1220.24,Low,2010s
Pakistan,Rain,Rain,2nd ratoon cane,Herbicide,Grade 3,LK92-11,150 cm,Organic,Ferus soil,46-0-0,Grade 2,24.22,376.92,Grade 2,C,Grade 2,1359.93,High,1970s
Sri Lanka,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Organic,Loam,15-15-15,Grade 2,31.44,153.29,Grade 2,B,Grade 3,2110.7,Low,2000s
Nepal,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 1,LK92-11,150 cm,Chemical,Ferus soil,16-16-16,Grade 3,69.79,67.86,Grade 1,C,Grade 2,2543.45,Low,2000s
Bangladesh,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 3,K84-200,130 cm,Organic,Ferus soil,15-15-15,Grade 2,50.65,151.86,Grade 1,C,Grade 2,627.43,Low,1980s
Pakistan,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 1,LK92-11,150 cm,Chemical,Ferus soil,25-7-7,Grade 1,88.22,19.98,Grade 1,C,Grade 3,1264.95,High,1980s
India,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Chemical,Ferus soil,16-16-16,Grade 1,90.88,402.1,Grade 2,C,Grade 1,1275.3,Low,2010s
Bangladesh,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 2,LK92-11,150 cm,Chemical,Loam,16-16-16,Grade 3,6.65,257.91,Grade 3,A,Grade 3,1004.94,Low,1970s
Bangladesh,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Organic,Ferus soil,15-15-15,Grade 2,46.55,478.19,Grade 1,C,Grade 2,732.56,Low,2000s
Bangladesh,Water pour,Rain,1st ratoon cane,Preemergent,Grade 2,Khonkean3,150 cm,Organic,Ferus soil,46-0-0,Grade 1,80.51,265.79,Grade 3,C,Grade 1,1758.87,Low,1970s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 1,K84-200,150 cm,Organic,Silty clay,25-7-7,Grade 1,58.64,318.08,Grade 2,C,Grade 3,887.54,Low,2010s
Sri Lanka,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 3,Khonkean3,150 cm,Chemical,Silty clay,25-7-7,Grade 2,52.8,388.15,Grade 3,B,Grade 2,1809.91,High,1980s
Sri Lanka,Rain,Rain,3rd ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Loam,16-16-16,Grade 3,32.49,422.56,Grade 2,C,Grade 2,1147.13,High,2020s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 3,Khonkean3,130 cm,Organic,Loam,16-16-16,Grade 1,72.42,446.05,Grade 2,C,Grade 3,2108.16,Low,2020s
Pakistan,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 1,LK92-11,130 cm,Organic,Loam,25-7-7,Grade 2,42.59,142.62,Grade 3,A,Grade 2,823.06,High,2010s
Pakistan,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 2,K84-200,150 cm,Chemical,Loam,15-15-15,Grade 2,13.27,49.24,Grade 2,A,Grade 2,2429.86,Low,2010s
Nepal,Rain,Rain,1st ratoon cane,Herbicide,Grade 1,K84-200,140 cm,Chemical,Loam,16-16-16,Grade 1,86.07,265.93,Grade 1,A,Grade 3,1806.95,High,2020s
Bangladesh,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 2,LK92-11,120 cm,Organic,Ferus soil,25-7-7,Grade 3,26.66,340.8,Grade 2,A,Grade 1,2113.56,High,1980s
Pakistan,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 3,K99-72,150 cm,Chemical,Loam,15-15-15,Grade 3,74.42,280.26,Grade 1,C,Grade 2,855.38,Low,1980s
India,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 2,K84-200,130 cm,Organic,Ferus soil,46-0-0,Grade 1,13.67,440.83,Grade 1,B,Grade 2,1916.01,Low,1980s
Bangladesh,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 3,LK92-11,150 cm,Organic,Ferus soil,25-7-7,Grade 3,57.51,387.26,Grade 2,B,Grade 3,1954.31,Low,1980s
Pakistan,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Ferus soil,46-0-0,Grade 1,32.43,357.88,Grade 2,C,Grade 3,2550.39,Low,2000s
Nepal,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 3,K84-200,150 cm,Chemical,Loam,16-16-16,Grade 1,28.54,352.27,Grade 2,B,Grade 3,513.46,High,2000s
Nepal,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 3,LK92-11,120 cm,Organic,Silty clay,25-7-7,Grade 1,12.02,397.51,Grade 3,A,Grade 2,1859.37,High,1990s
India,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 3,K84-200,130 cm,Chemical,Ferus soil,46-0-0,Grade 1,73.49,296.67,Grade 1,C,Grade 2,1196.2,Low,1980s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K99-72,120 cm,Organic,Loam,16-16-16,Grade 3,15.39,121.7,Grade 2,C,Grade 3,563.68,Low,1990s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 3,K99-72,130 cm,Chemical,Loam,46-0-0,Grade 1,44.42,114.77,Grade 1,B,Grade 1,2931.42,High,1980s
India,Rain,Rain,2nd ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Organic,Silty clay,25-7-7,Grade 3,65.65,259.69,Grade 3,C,Grade 3,1099.37,Low,2020s
India,Water pour,Natural canal,1st ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Silty clay,15-15-15,Grade 3,24.42,94.66,Grade 3,C,Grade 3,2011.67,High,2020s
Bangladesh,Water pour,Natural canal,1st ratoon cane,Preemergent,Grade 1,K84-200,150 cm,Organic,Ferus soil,16-16-16,Grade 3,58.59,89.62,Grade 2,A,Grade 2,2591.16,High,2000s
Nepal,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 1,LK92-11,120 cm,Chemical,Ferus soil,15-15-15,Grade 3,42.47,231.58,Grade 1,B,Grade 3,2474.66,High,2000s
Bangladesh,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 1,Khonkean3,130 cm,Chemical,Silty clay,15-15-15,Grade 3,6.79,190.84,Grade 2,C,Grade 2,1201.42,Low,2020s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 2,LK92-11,130 cm,Chemical,Silty clay,16-16-16,Grade 1,98.84,478.44,Grade 3,B,Grade 3,2444.19,Low,2010s
Pakistan,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,Khonkean3,140 cm,Chemical,Ferus soil,46-0-0,Grade 1,63.94,183.63,Grade 2,B,Grade 3,1448.94,High,1990s
Sri Lanka,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,140 cm,Organic,Silty clay,16-16-16,Grade 3,56.61,363.12,Grade 3,B,Grade 3,1681.39,Low,2000s
Sri Lanka,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 1,K99-72,140 cm,Chemical,Loam,16-16-16,Grade 1,42.83,303.73,Grade 3,C,Grade 2,2726.08,High,2000s
Sri Lanka,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 1,Khonkean3,130 cm,Chemical,Silty clay,25-7-7,Grade 1,70.23,489.53,Grade 2,B,Grade 3,2933.55,High,2000s
Pakistan,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,K99-72,150 cm,Chemical,Silty clay,25-7-7,Grade 1,5.72,98.09,Grade 1,C,Grade 1,1282.79,High,1970s
Nepal,Water pour,Rain,1st ratoon cane,Preemergent,Grade 3,K84-200,120 cm,Chemical,Ferus soil,46-0-0,Grade 1,18.21,233.76,Grade 1,B,Grade 2,2521.78,Low,1980s
Sri Lanka,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 1,Khonkean3,130 cm,Organic,Loam,46-0-0,Grade 1,49.36,425.06,Grade 2,A,Grade 1,1880.7,High,2000s
Nepal,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,K99-72,140 cm,Chemical,Ferus soil,15-15-15,Grade 1,34.38,358.27,Grade 1,B,Grade 1,1619.66,Low,1970s
Pakistan,Rain,Rain,1st ratoon cane,Preemergent,Grade 1,LK92-11,140 cm,Chemical,Ferus soil,15-15-15,Grade 3,62.29,350.66,Grade 1,C,Grade 1,1921.06,High,1970s
Sri Lanka,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 2,K84-200,150 cm,Organic,Silty clay,16-16-16,Grade 3,83.27,423.91,Grade 3,C,Grade 3,1894.6,High,1980s
Bangladesh,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 2,K99-72,130 cm,Chemical,Ferus soil,25-7-7,Grade 2,99.19,380.86,Grade 3,A,Grade 2,1363.06,Low,1980s
Bangladesh,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,K84-200,150 cm,Organic,Ferus soil,46-0-0,Grade 2,35.11,281.35,Grade 1,B,Grade 2,861.75,High,1970s
India,Water pour,Natural canal,1st ratoon cane,Preemergent,Grade 1,K84-200,120 cm,Chemical,Silty clay,46-0-0,Grade 1,62.21,74.49,Grade 3,C,Grade 3,1052.22,Low,2010s
Bangladesh,Water pour,Rain,1st ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Chemical,Silty clay,16-16-16,Grade 2,89.11,441.76,Grade 2,C,Grade 1,1259.59,Low,1990s
Bangladesh,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Chemical,Ferus soil,16-16-16,Grade 3,90.2,168.35,Grade 3,C,Grade 1,1513.17,Low,1990s
Pakistan,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 2,K99-72,150 cm,Organic,Ferus soil,25-7-7,Grade 1,81.44,24.21,Grade 2,C,Grade 1,1490.24,High,2000s
Pakistan,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 2,K84-200,130 cm,Organic,Ferus soil,15-15-15,Grade 2,49.67,173.18,Grade 3,B,Grade 1,2400.5,Low,2020s
Nepal,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 2,K84-200,140 cm,Organic,Silty clay,46-0-0,Grade 2,49.25,118.66,Grade 2,A,Grade 2,2411.77,Low,2020s
Nepal,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 3,K84-200,150 cm,Chemical,Loam,25-7-7,Grade 3,36.5,24.46,Grade 2,B,Grade 3,1910.99,Low,2000s
Sri Lanka,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 2,K99-72,150 cm,Organic,Ferus soil,46-0-0,Grade 3,52.49,154.85,Grade 1,C,Grade 3,2964.16,High,2010s
Sri Lanka,Rain,Rain,3rd ratoon cane,Herbicide,Grade 1,K84-200,150 cm,Organic,Silty clay,25-7-7,Grade 1,20.85,369.0,Grade 2,A,Grade 1,2647.86,Low,2000s
India,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,K99-72,140 cm,Chemical,Silty clay,16-16-16,Grade 2,13.74,470.71,Grade 1,B,Grade 3,1461.51,High,1990s
Nepal,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 2,K99-72,120 cm,Chemical,Ferus soil,16-16-16,Grade 2,31.78,483.11,Grade 3,C,Grade 3,2686.15,High,2000s
India,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 1,Khonkean3,130 cm,Chemical,Silty clay,46-0-0,Grade 3,72.67,443.69,Grade 2,B,Grade 1,2261.53,High,2010s
Pakistan,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 1,K84-200,120 cm,Chemical,Ferus soil,15-15-15,Grade 3,76.74,339.5,Grade 1,B,Grade 2,2050.91,High,2010s
Pakistan,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Organic,Ferus soil,16-16-16,Grade 3,59.01,19.46,Grade 1,B,Grade 2,2836.25,Low,1990s
Nepal,Water pour,Rain,1st ratoon cane,Herbicide,Grade 3,K84-200,140 cm,Chemical,Loam,25-7-7,Grade 2,37.83,109.22,Grade 1,A,Grade 1,2402.74,Low,2010s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 3,K99-72,140 cm,Organic,Silty clay,25-7-7,Grade 1,80.12,192.67,Grade 2,C,Grade 2,1326.21,Low,1990s
Sri Lanka,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 3,LK92-11,140 cm,Chemical,Ferus soil,16-16-16,Grade 1,57.0,305.91,Grade 2,C,Grade 2,896.74,High,1980s
India,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 2,K99-72,150 cm,Chemical,Silty clay,15-15-15,Grade 3,19.11,259.73,Grade 2,A,Grade 1,2616.43,High,1990s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 2,LK92-11,120 cm,Organic,Loam,15-15-15,Grade 1,67.87,41.86,Grade 3,B,Grade 2,2104.28,Low,2010s
India,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Organic,Ferus soil,25-7-7,Grade 2,56.27,300.19,Grade 3,A,Grade 2,1453.09,Low,2010s
Bangladesh,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 3,LK92-11,150 cm,Organic,Loam,46-0-0,Grade 3,70.57,456.21,Grade 1,C,Grade 3,634.35,Low,1970s
India,Water pour,Rain,1st ratoon cane,Preemergent,Grade 1,LK92-11,140 cm,Chemical,Ferus soil,16-16-16,Grade 2,7.96,54.13,Grade 1,A,Grade 3,1443.55,High,1980s
India,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 3,LK92-11,120 cm,Organic,Loam,15-15-15,Grade 3,95.61,195.56,Grade 2,C,Grade 2,2370.93,High,1970s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 2,K84-200,140 cm,Organic,Loam,16-16-16,Grade 3,66.61,429.36,Grade 1,C,Grade 1,1920.74,Low,1970s
Nepal,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 3,LK92-11,120 cm,Organic,Ferus soil,46-0-0,Grade 3,16.45,56.27,Grade 2,B,Grade 1,2828.95,High,2000s
Sri Lanka,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,K99-72,120 cm,Chemical,Ferus soil,15-15-15,Grade 1,6.13,337.17,Grade 2,B,Grade 3,2840.72,Low,2000s
India,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 2,K84-200,140 cm,Chemical,Ferus soil,46-0-0,Grade 2,69.19,43.09,Grade 1,B,Grade 1,2404.17,Low,2000s
India,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 2,Khonkean3,150 cm,Organic,Ferus soil,25-7-7,Grade 1,69.59,377.31,Grade 2,C,Grade 2,546.32,Low,1990s
Bangladesh,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,130 cm,Organic,Loam,15-15-15,Grade 3,96.04,170.63,Grade 1,A,Grade 2,654.29,Low,2000s
Nepal,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Chemical,Ferus soil,25-7-7,Grade 3,84.3,377.14,Grade 2,C,Grade 1,1064.9,Low,1970s
Pakistan,Rain,Rain,1st ratoon cane,Preemergent,Grade 1,Khonkean3,120 cm,Chemical,Loam,16-16-16,Grade 3,88.57,270.83,Grade 2,C,Grade 2,1423.21,Low,2010s
Nepal,Water pour,Natural canal,1st ratoon cane,Preemergent,Grade 2,LK92-11,130 cm,Organic,Silty clay,46-0-0,Grade 2,93.17,41.18,Grade 1,C,Grade 3,1614.03,High,1970s
Bangladesh,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,Khonkean3,150 cm,Chemical,Ferus soil,25-7-7,Grade 3,45.67,383.79,Grade 1,C,Grade 1,719.49,High,2000s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 2,LK92-11,130 cm,Chemical,Ferus soil,46-0-0,Grade 3,37.33,127.26,Grade 3,A,Grade 3,991.41,High,1990s
India,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,120 cm,Chemical,Ferus soil,25-7-7,Grade 2,38.29,309.99,Grade 3,A,Grade 1,1253.77,High,2000s
Pakistan,Rain,Rain,3rd ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Organic,Silty clay,16-16-16,Grade 1,51.59,39.92,Grade 2,C,Grade 2,1400.53,Low,1990s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 2,LK92-11,120 cm,Chemical,Loam,15-15-15,Grade 2,26.76,470.43,Grade 1,A,Grade 3,2012.57,High,2010s
India,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 3,K84-200,150 cm,Organic,Silty clay,46-0-0,Grade 1,22.84,203.35,Grade 3,B,Grade 1,1925.15,Low,2000s
Sri Lanka,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,130 cm,Chemical,Silty clay,25-7-7,Grade 2,44.29,57.73,Grade 1,B,Grade 1,1392.67,Low,1990s
Sri Lanka,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Chemical,Loam,16-16-16,Grade 3,70.02,442.58,Grade 2,B,Grade 3,958.49,Low,1980s
Nepal,Water pour,Rain,1st ratoon cane,Herbicide,Grade 1,LK92-11,130 cm,Chemical,Ferus soil,25-7-7,Grade 2,12.42,48.13,Grade 3,A,Grade 2,1304.3,High,2000s
Sri Lanka,Rain,Rain,1st ratoon cane,Preemergent,Grade 1,LK92-11,140 cm,Organic,Ferus soil,25-7-7,Grade 1,16.61,321.48,Grade 3,C,Grade 1,510.85,Low,1970s
Nepal,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 3,Khonkean3,150 cm,Chemical,Loam,25-7-7,Grade 1,64.17,387.78,Grade 3,C,Grade 2,838.63,High,1990s
Sri Lanka,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Ferus soil,46-0-0,Grade 3,13.03,299.14,Grade 1,C,Grade 2,791.68,Low,2000s
Pakistan,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Organic,Ferus soil,46-0-0,Grade 3,97.77,87.26,Grade 3,A,Grade 1,1567.01,Low,2020s
Nepal,Water pour,Rain,1st ratoon cane,Preemergent,Grade 1,LK92-11,150 cm,Organic,Loam,25-7-7,Grade 2,67.41,118.03,Grade 2,A,Grade 1,962.12,Low,2000s
Pakistan,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 3,LK92-11,150 cm,Organic,Loam,16-16-16,Grade 3,73.05,338.32,Grade 2,B,Grade 2,1096.83,High,2010s
Nepal,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 2,K84-200,130 cm,Organic,Loam,16-16-16,Grade 1,11.87,278.58,Grade 1,A,Grade 2,1433.04,Low,2010s
India,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 3,LK92-11,120 cm,Chemical,Loam,46-0-0,Grade 1,30.42,258.01,Grade 2,C,Grade 1,531.7,Low,1970s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 1,K99-72,120 cm,Chemical,Silty clay,46-0-0,Grade 3,11.75,335.91,Grade 2,C,Grade 3,1299.17,Low,1980s
Bangladesh,Water pour,Rain,1st ratoon cane,Herbicide,Grade 3,K84-200,150 cm,Chemical,Loam,16-16-16,Grade 3,98.12,145.0,Grade 1,C,Grade 3,880.75,High,2020s
Bangladesh,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 2,K84-200,130 cm,Chemical,Loam,15-15-15,Grade 1,34.79,137.07,Grade 1,A,Grade 1,2978.32,Low,1980s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 2,LK92-11,150 cm,Organic,Ferus soil,16-16-16,Grade 3,51.16,220.46,Grade 1,A,Grade 3,1030.55,Low,2020s
Bangladesh,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Silty clay,16-16-16,Grade 2,61.95,187.03,Grade 1,B,Grade 2,2977.27,Low,2010s
India,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 2,K99-72,150 cm,Organic,Silty clay,46-0-0,Grade 3,21.86,51.55,Grade 2,C,Grade 1,857.86,High,2020s
Bangladesh,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Organic,Ferus soil,15-15-15,Grade 1,44.4,59.03,Grade 1,B,Grade 2,2611.51,Low,1990s
India,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 2,K99-72,140 cm,Organic,Loam,46-0-0,Grade 3,72.08,441.52,Grade 1,C,Grade 1,965.85,High,2000s
Bangladesh,Rain,Rain,2nd ratoon cane,Preemergent,Grade 2,K84-200,140 cm,Organic,Loam,15-15-15,Grade 3,64.25,323.27,Grade 2,B,Grade 3,2283.14,Low,1970s
India,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 1,Khonkean3,120 cm,Organic,Loam,16-16-16,Grade 3,68.91,233.03,Grade 1,A,Grade 2,1153.06,Low,2000s
Nepal,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Organic,Ferus soil,16-16-16,Grade 2,13.78,333.36,Grade 1,A,Grade 2,971.49,High,1990s
Nepal,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 3,Khonkean3,140 cm,Organic,Ferus soil,15-15-15,Grade 1,21.96,25.1,Grade 1,A,Grade 2,2788.74,Low,2020s
India,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Chemical,Loam,16-16-16,Grade 2,42.11,442.63,Grade 3,B,Grade 2,1314.85,Low,2000s
Nepal,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,140 cm,Chemical,Silty clay,15-15-15,Grade 1,20.05,173.34,Grade 2,C,Grade 1,1504.1,High,2020s
Nepal,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 2,LK92-11,120 cm,Organic,Loam,15-15-15,Grade 1,43.93,175.78,Grade 2,B,Grade 3,743.93,High,2020s
Pakistan,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 1,K84-200,130 cm,Chemical,Silty clay,15-15-15,Grade 3,52.99,199.35,Grade 3,B,Grade 1,1423.23,High,1990s
Pakistan,Rain,Rain,3rd ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Chemical,Silty clay,16-16-16,Grade 1,69.78,379.37,Grade 2,A,Grade 3,872.38,High,2000s
Nepal,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 2,K99-72,120 cm,Organic,Ferus soil,46-0-0,Grade 2,9.75,320.06,Grade 3,A,Grade 3,2986.04,Low,2020s
Sri Lanka,Rain,Rain,3rd ratoon cane,Preemergent,Grade 2,K99-72,130 cm,Chemical,Ferus soil,15-15-15,Grade 2,15.32,116.39,Grade 2,B,Grade 2,1132.34,High,2020s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,K99-72,120 cm,Chemical,Loam,25-7-7,Grade 3,70.18,69.14,Grade 3,A,Grade 2,1353.75,High,1990s
Sri Lanka,Rain,Rain,2nd ratoon cane,Herbicide,Grade 3,K84-200,130 cm,Organic,Silty clay,25-7-7,Grade 3,67.84,412.11,Grade 3,C,Grade 3,2020.07,Low,1980s
India,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 3,Khonkean3,140 cm,Chemical,Ferus soil,15-15-15,Grade 3,86.12,337.05,Grade 3,B,Grade 2,2165.89,Low,2000s
